id,mode,status,correctness,post_repair_correctness,lexical_reference_recall,post_repair_lexical_reference_recall,raw_citation_precision,raw_citation_faithfulness,raw_citation_recall,citation_precision,citation_faithfulness,citation_recall,evidence_citation_coverage,recall_at_k,answerable,raw_abstained,abstained,abstention_correct,post_repair_abstention_correct,citation_repair_triggered,tool_accuracy,agent_steps,tool_calls,tokens,latency_ms,reranker_latency_ms,retrieval_rounds,rewrite_attempts,rewrite_successes,rewrite_quality_gain,retrieval_context_tokens,estimated_cost_usd
q03,agentic,completed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,672,508.2859349986393,0.004510000508162193,1,0,0,0,244,0.0
q04,agentic,completed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,988,6960.343357000966,0.005226000212132931,1,0,0,0,210,0.0
q05,agentic,completed,1.0,1.0,0.95,0.925,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,824,2877.2727249997843,0.005254001735011116,1,0,0,0,238,0.0
q06,agentic,completed,1.0,1.0,1.0,0.9615384615384616,0.0,0.0,0.0,1.0,1.0,0.5,0.8333333333333334,0.5,True,True,True,0.0,0.0,True,1.0,6,3,781,1811.2669279998954,0.004475999958231114,1,0,0,0,246,0.0
q07,agentic,completed,0.5,0.5,0.40816326530612246,0.40816326530612246,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,True,True,True,0.0,0.0,False,1.0,6,3,720,824.6991030009667,0.006880000000819564,1,0,0,0,255,0.0
q08,agentic,completed,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,True,False,False,1.0,1.0,False,1.0,6,3,705,945.9401959993556,0.004925001121591777,1,0,0,0,226,0.0
q09,agentic,completed,1.0,1.0,1.0,1.0,0.2,0.2,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,1080,10134.188399000777,0.0049150003178510815,1,0,0,0,211,0.0
q10,agentic,completed,1.0,1.0,0.7916666666666666,0.7916666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,2,1162,10652.611053999863,0.005690000762115233,1,0,0,0,250,0.0
q11,agentic,completed,1.0,1.0,0.7254901960784313,0.7254901960784313,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,True,False,False,1.0,1.0,False,1.0,6,3,669,732.2472720006772,0.0067950004449812695,1,0,0,0,231,0.0
q12,agentic,completed,1.0,1.0,0.8888888888888888,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,719,1308.7074599989137,0.0059060002968180925,1,0,0,0,233,0.0
q13,agentic,completed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,1103,8812.41787900035,0.004536999767879024,1,0,0,0,259,0.0
q14,agentic,completed,1.0,1.0,0.546875,0.546875,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,True,False,False,1.0,1.0,False,1.0,6,3,669,887.783614,0.005014000635128468,1,0,0,0,226,0.0
q15,agentic,completed,1.0,1.0,0.15384615384615385,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,True,False,False,1.0,1.0,False,1.0,6,3,679,585.5231730001833,0.00524200004292652,1,0,0,0,240,0.0
q16,agentic,completed,0.0,1.0,0.12121212121212122,1.0,0.16666666666666666,0.16666666666666666,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,10,9,795,3654.153277999285,0.014741000995854847,3,2,0,-0.10749999999999998,241,0.0
q17,agentic,completed,0.0,0.0,0.2413793103448276,0.2413793103448276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,False,1.0,6,3,962,6080.952907999745,0.005253999916021712,1,0,0,0,246,0.0
q18,agentic,completed,1.0,1.0,0.9230769230769231,0.9743589743589743,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,700,1158.7824369998998,0.005249999958323315,1,0,0,0,240,0.0
q19,agentic,completed,1.0,1.0,0.851063829787234,0.8723404255319149,0.75,0.75,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,806,2932.6992810001684,0.0042339997889939696,1,0,0,0,243,0.0
q20,agentic,completed,0.0,1.0,0.0,0.896551724137931,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,862,4502.046878998954,0.007446999006788246,1,0,0,0,226,0.0
q21,agentic,completed,1.0,1.0,0.9629629629629629,0.9629629629629629,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,1092,8918.614316000458,0.005414000042947009,1,0,0,0,255,0.0
q22,agentic,completed,1.0,1.0,0.8529411764705882,0.9117647058823529,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,1105,8998.196431999531,0.004568999429466203,1,0,0,0,273,0.0
q23,agentic,completed,1.0,1.0,0.88,0.88,0.2,0.2,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,8,6,1112,9211.108886000147,0.0083760005509248,2,1,1,0.875,244,0.0
q24,agentic,completed,1.0,1.0,0.775,0.775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,False,1.0,6,3,1054,8736.578734000432,0.005661000614054501,1,0,0,0,215,0.0
q25,agentic,completed,0.3333333333333333,1.0,0.23333333333333334,0.9333333333333333,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,8,4,820,3079.3322270001227,0.009277999197365716,2,1,1,0.13499999999999995,234,0.0
q26,agentic,completed,0.3333333333333333,0.3333333333333333,0.37142857142857144,0.37142857142857144,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,True,False,False,1.0,1.0,False,1.0,6,2,747,1864.4380649984669,0.004137000360060483,1,0,0,0,223,0.0
q27,agentic,completed,0.3333333333333333,1.0,0.075,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,755,1060.6578349998017,0.005569001586991362,1,0,0,0,266,0.0
q28,agentic,completed,1.0,1.0,0.9090909090909091,0.9090909090909091,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,789,2090.883399001541,0.004094999894732609,1,0,0,0,241,0.0
q29,agentic,completed,1.0,1.0,0.9523809523809523,0.9523809523809523,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,1279,14206.158421999135,0.0041860002966132015,1,0,0,0,254,0.0
q30,agentic,completed,0.6666666666666666,0.6666666666666666,0.6571428571428571,0.6571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,True,False,False,1.0,1.0,False,1.0,6,3,888,4297.620565001125,0.00415599970438052,1,0,0,0,278,0.0
q31,agentic,completed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,False,1.0,6,3,1071,10293.646518999594,0.0038030011637602,1,0,0,0,242,0.0
q32,agentic,completed,1.0,1.0,0.6842105263157895,0.7368421052631579,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,888,5685.666786001093,0.004691999492933974,1,0,0,0,243,0.0
q33,agentic,completed,1.0,1.0,0.9655172413793104,0.9655172413793104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,False,1.0,6,3,980,7738.160607999816,0.004485998942982405,1,0,0,0,253,0.0
q34,agentic,completed,1.0,1.0,0.64,0.64,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,10,9,1171,12007.936981000967,0.015542998880846426,3,2,0,-0.02749999999999997,263,0.0
q35,agentic,completed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,10,9,996,8605.575829998998,0.01352099934592843,3,2,0,-0.11099999999999999,221,0.0
q36,agentic,completed,0.0,0.0,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,0.0,0.0,False,1.0,10,9,847,3317.183547998866,0.013309998394106515,3,2,0,-0.08300000000000002,263,0.0
q37,agentic,completed,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,989,6520.047134001288,0.005403999239206314,1,0,0,0,262,0.0
q38,agentic,completed,1.0,1.0,0.5555555555555556,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,False,1.0,6,3,878,4533.350566998706,0.003908999133273028,1,0,0,0,255,0.0
q39,agentic,completed,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,1201,10102.328490000218,0.004875000740867108,1,0,0,0,279,0.0
q40,agentic,completed,0.0,0.0,0.08823529411764706,0.08823529411764706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,False,1.0,10,9,710,1506.4188109990937,0.014213996109901927,3,2,0,-0.1405,242,0.0
q41,agentic,completed,1.0,1.0,0.5952380952380952,0.5952380952380952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,False,1.0,6,3,978,6567.848762000722,0.003926999852410518,1,0,0,0,269,0.0
q42,agentic,completed,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,2,779,1392.7594249998947,0.004065999746671878,1,0,0,0,273,0.0
q43,agentic,completed,0.0,0.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,False,1.0,6,3,765,2179.0995659994223,0.005531001079361886,1,0,0,0,247,0.0
q44,agentic,completed,1.0,1.0,0.5,0.6153846153846154,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,True,0.0,0.0,True,1.0,6,3,686,906.0370499992132,0.005654999768012203,1,0,0,0,232,0.0
q45,agentic,completed,1.0,1.0,0.9433962264150944,0.9433962264150944,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,False,1.0,1.0,True,1.0,6,3,1222,11305.244753999432,0.0053820003813598305,1,0,0,0,254,0.0
q46,agentic,completed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False,True,True,1.0,1.0,False,1.0,10,9,3,120.0676869993913,0.013647000741912052,3,2,0,0.083,0,0.0
q47,agentic,completed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False,True,True,1.0,1.0,False,1.0,10,9,3,112.82669200045348,0.016606001736363396,3,2,0,0.118,0,0.0
q48,agentic,completed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False,True,True,1.0,1.0,False,1.0,10,9,3,113.53119500017783,0.014453000403591432,3,2,0,0.04199999999999999,0,0.0
q49,agentic,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,False,0.0,0.0,True,1.0,10,9,818,2709.6409069999936,0.013168000805308111,3,2,0,-0.04200000000000001,247,0.0
q50,agentic,completed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False,True,True,1.0,1.0,False,1.0,10,9,3,147.93312700021488,0.01562100078444928,3,2,0,-0.011499999999999982,0,0.0
